22768,1077703917,0,admin_login,"2015-10-01 15:06:11",login,"a:1:{s:7:""general"";N;}",success,psingh,13,adminhtml_sales_order_view,,64.60.116.237
22769,1077703917,0,cms_pages,"2015-10-01 15:06:36",view,"a:1:{s:7:""general"";s:2:""81"";}",success,psingh,13,adminhtml_cms_page_edit,,64.60.116.237
22770,1077703917,0,cms_pages,"2015-10-01 15:07:37",save,"a:1:{s:7:""general"";s:2:""81"";}",success,psingh,13,adminhtml_cms_page_save,,64.60.116.237
22771,1077703917,0,index_management,"2015-10-01 15:07:56",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,13,adminhtml_process_massReindex,,64.60.116.237
22772,1077703917,0,cache_management,"2015-10-01 15:08:05",save,"a:1:{s:7:""general"";s:94:""Cache types: config, layout, block_html, translate, collections, eav, config_api, config_api2 "";}",success,psingh,13,adminhtml_cache_massRefresh,,64.60.116.237
22773,1077703917,0,catalog_products,"2015-10-01 15:11:57",view,"a:1:{s:7:""general"";s:3:""760"";}",success,psingh,13,adminhtml_catalog_product_edit,,64.60.116.237
22774,1077703917,0,catalog_products,"2015-10-01 15:14:04",save,"a:1:{s:7:""general"";s:3:""760"";}",success,psingh,13,adminhtml_catalog_product_save,,64.60.116.237
22775,1077703917,0,cache_management,"2015-10-01 15:14:32",save,"a:1:{s:7:""general"";s:105:""Cache types: config, layout, block_html, translate, collections, eav, config_api, config_api2, full_page "";}",success,psingh,13,adminhtml_cache_massRefresh,,64.60.116.237
22776,1077703917,0,index_management,"2015-10-01 15:14:40",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,13,adminhtml_process_massReindex,,64.60.116.237
22777,1077703917,0,enterprise_banner,"2015-10-01 15:14:47",view,"a:1:{s:7:""general"";s:1:""4"";}",success,psingh,13,adminhtml_banner_edit,,64.60.116.237
22778,1077703917,0,catalog_products,"2015-10-01 15:15:32",save,"a:1:{s:7:""general"";s:3:""760"";}",success,psingh,13,adminhtml_catalog_product_save,,64.60.116.237
22779,1077703917,0,enterprise_banner,"2015-10-01 15:16:46",save,"a:1:{s:7:""general"";s:1:""4"";}",success,psingh,13,adminhtml_banner_save,,64.60.116.237
22780,1077703917,0,index_management,"2015-10-01 15:17:12",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,13,adminhtml_process_massReindex,,64.60.116.237
22781,1077703917,0,cache_management,"2015-10-01 15:17:18",save,"a:1:{s:7:""general"";s:105:""Cache types: config, layout, block_html, translate, collections, eav, config_api, config_api2, full_page "";}",success,psingh,13,adminhtml_cache_massRefresh,,64.60.116.237
